gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
1.482089021774888118e-02,-2.984866318778989572e-02,-5.575602597950076594e-02
-7.179587254022127413e-03,-6.861769693725501551e-02,1.932904926658347844e-02
-2.042802301252332267e-02,3.309984643938976984e-02,-2.267999533109571128e-02
1.306653683259191220e-02,1.610631566637622109e-02,6.813964999125303457e-02
-3.544817305680438707e-02,-5.323082666796304097e-02,1.510255315758729858e-02
7.193152371364074094e-02,1.029849538735281254e-02,6.763136113391861326e-02
-5.206537532550361419e-02,-6.928606659469456475e-02,-1.829387609965495154e-02
2.086039026706244109e-02,3.922147142019210414e-02,2.086092302677728869e-02
-7.641927727241638879e-02,4.853515941035935893e-03,2.889647851573392059e-03
-2.363790641673351595e-02,-4.025561700690653832e-02,5.516200031244236981e-03
2.906424719727744230e-02,1.572546652023429012e-02,-6.652958183632781686e-02
-7.761772506488257006e-02,-6.459161129842903512e-03,3.584280403786803404e-02
8.664975943962395510e-02,9.885965124196907650e-02,-3.183620452355452601e-02
3.550792560431681455e-02,5.935899955672717734e-03,4.123193068530602023e-02
4.472026239732863201e-02,-3.986957995112108688e-02,-3.228990182791615510e-02
2.919589057028016202e-02,3.242326811668574255e-02,5.676786074650622127e-02
-4.329308996525496611e-02,-1.130289899841838003e-01,-1.574310594347820558e-02
-2.755635194588998069e-02,-6.988889249311545926e-02,-6.022210927006441811e-02
-1.700768879941770562e-02,-7.163678153748821546e-03,9.450506554586853014e-03
2.260037910079925466e-02,3.301096804723793743e-02,-6.934648200231056936e-02
8.350845411048922473e-02,-5.209339844223774552e-02,-6.279080826454895570e-02
3.760495350949598792e-03,-2.471468494094621049e-02,-2.514596865454943667e-02
3.445555012471866047e-02,-1.715850924056985805e-02,7.377864736804065626e-02
-1.980032258454079985e-02,2.975001105940183743e-02,-2.480525331228350221e-03
2.519577573751007483e-03,3.120467970567061128e-02,3.522635934658677800e-03
-3.033215923072974871e-02,6.251350421151409022e-03,2.247667820824105628e-02
-7.502859001480514933e-02,-1.794217177080447909e-02,3.088671508099105970e-02
1.269929320406251207e-02,4.350858365010217346e-03,7.751617545225958708e-03
8.348653060212340993e-02,8.279753637989981097e-03,-4.272544060879803623e-02
5.036339838762682319e-02,-5.099536885358723487e-02,-8.871881764418729222e-02
7.009430147978796405e-03,7.750491307733278074e-03,-3.687372655731597365e-02
-3.144068647787188336e-03,3.056757647794294125e-02,-5.695994168466595071e-03
4.316906385432399233e-03,-9.917019297829284680e-03,-5.877128546557881111e-02
7.798991227149748573e-03,-1.451284596578804841e-02,1.017916295167597789e-02
7.973955666126682218e-02,1.392991515175585199e-02,2.975760202663599654e-02
-1.228964519680180931e-02,3.631027664203195088e-02,-3.639215973979823687e-02
-2.346347697648951819e-02,5.277405227580717062e-02,1.599271219104749647e-02
